,Temp,Field,Moment_emu,Moment_emu_g,,
414,171.3563766,0.010013375,0.008587582,3.733731251,,
415,172.8735886,0.010013375,0.008530885,3.709080421,,
416,174.3969193,0.010013375,0.008473371,3.684074154,,
417,175.9047089,0.010013375,0.008415627,3.65896843,,
418,177.4818954,0.010013375,0.00835919,3.634430351,,
419,179.0147247,0.010013375,0.008301511,3.609352643,,
420,180.5817871,0.010013375,0.008244458,3.584547006,,
421,182.1024628,0.010013375,0.008189058,3.560459796,,
422,183.6408386,0.010013375,0.008135359,3.537112823,,
423,185.1826019,0.010013375,0.008080045,3.513062931,,
424,186.6644211,0.010013375,0.008024813,3.489049323,,
425,188.2440262,0.010013375,0.007970949,3.465630104,,
426,189.7479477,0.010013375,0.007917731,3.442491561,,
427,191.2754364,0.010013375,0.007864356,3.41928542,,
428,192.7901993,0.010013375,0.007812408,3.396699269,,
429,194.3306885,0.010013375,0.007759531,3.373708928,,
430,195.8414459,0.010013375,0.007707753,3.351196854,,
431,197.3725891,0.010013375,0.007656171,3.328769981,,
432,198.8743591,0.010013375,0.007604351,3.306239707,,
433,200.4040909,0.010013375,0.007552759,3.283808437,,
434,201.9260712,0.010013375,0.007503912,3.262570237,,
435,203.4549179,0.010013375,0.007452391,3.240169976,,
436,204.9653397,0.010013375,0.007401923,3.218227328,,
437,206.5069504,0.010013375,0.007351366,3.196245895,,
438,208.0699463,0.010013375,0.007300566,3.174159288,,
439,209.5922775,0.010013375,0.007250675,3.152467244,,
440,211.1550903,0.010013375,0.007202718,3.131616537,,
441,212.6784821,0.010013375,0.007153813,3.110353398,,
442,214.1812668,0.010013375,0.007107768,3.090333953,,
443,215.6823273,0.010013375,0.007059967,3.069550816,,
444,217.2424927,0.010013375,0.007012305,3.048828131,,
445,218.7420197,0.010013375,0.00696601,3.028699863,,
446,220.2765579,0.010013375,0.006920513,3.008918637,,
447,221.8082581,0.010013375,0.006875757,2.989459666,,
448,223.3668137,0.010013375,0.006826208,2.967916443,,
449,224.9062424,0.010013375,0.006780478,2.94803375,,
450,226.4486008,0.010013375,0.006734698,2.928129472,,
451,228.0020752,0.010013375,0.006689298,2.908390615,,
452,229.529747,0.010013375,0.006644429,2.8888821,,
453,231.0548096,0.010013375,0.006599903,2.869523012,,
454,232.5659256,0.010013375,0.006556544,2.850671416,,
455,234.0741425,0.010013375,0.006512681,2.831600476,,
456,235.6120453,0.010013375,0.006469387,2.812777017,,
457,237.1442795,0.010013375,0.006426342,2.79406179,,
458,238.6608963,0.010013375,0.00638368,2.77551289,,
459,240.1825638,0.010013375,0.006341583,2.757209886,,
460,241.7261963,0.010013375,0.00629902,2.738704418,,
461,243.2738266,0.010013375,0.006257426,2.72062019,,
462,244.8275452,0.010013375,0.006212011,2.700874172,,
463,246.3644714,0.010013375,0.00616959,2.682430439,,
464,247.9060364,0.010013375,0.006127688,2.66421209,,
465,249.3903809,0.010013375,0.006086476,2.646293859,,
466,250.9222488,0.010013375,0.006045436,2.628450338,,
467,252.4888611,0.010013375,0.006005127,2.610924734,,
468,254.0322189,0.010013375,0.005964258,2.593155447,,
469,255.5571289,0.010013375,0.005924254,2.575762674,,
470,257.0891571,0.010013375,0.005884395,2.558432437,,
471,258.6315002,0.010013375,0.005844458,2.541068665,,
472,260.1286316,0.010013375,0.005804694,2.5237802,,
473,261.6444702,0.010013375,0.005765696,2.506824547,,
474,263.1888733,0.010013375,0.005725968,2.489551136,,
475,264.7358398,0.010013375,0.005686811,2.47252645,,
476,266.2634735,0.010013375,0.00564742,2.455400067,,
477,267.794281,0.010013375,0.005608109,2.438308239,,
478,269.3398895,0.010013375,0.005568209,2.420960295,,
479,270.9057312,0.010013375,0.005528701,2.40378321,,
480,272.4388885,0.010013375,0.005489477,2.386729153,,
481,273.9815063,0.010013375,0.005450844,2.369932225,,
482,275.5467529,0.010013375,0.005414084,2.35394942,,
483,277.1487885,0.010013375,0.005379569,2.338943192,,
484,278.6429443,0.010013375,0.005347225,2.324880393,,
485,280.10466,0.010013375,0.005315623,2.311140651,,
486,281.5435181,0.010013375,0.005285036,2.297841543,,
487,282.973999,0.010013375,0.005254816,2.284702468,,
488,284.3764343,0.010013375,0.005223308,2.271003635,,
489,285.8656464,0.010013375,0.005187622,2.255487837,,
490,287.381546,0.010013375,0.005145267,2.237072705,,
491,288.9979858,0.010013375,0.005100232,2.217492379,,
492,290.6569519,0.010013375,0.005055927,2.198229304,,
493,292.2996216,0.010013375,0.005010532,2.178492151,,
494,294.0322571,0.010013375,0.004963821,2.15818312,,
